"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"1904","Ipomoea wrightii A.Gray",5.699639,0.000948,2e-06,6.64958,0.112155,0.004647,7.448632,0.016568,0.000378,8.419399,0.120116,0.005044,"Mechanism_1"
"1905","Jacquemontia acuminata Rusby",5.699272,NA,7.4e-05,7.451242,NA,0.139413,7.225481,NA,0.011337,9.388654,NA,0.151306,"Mechanism_1"
"1906","Jacquemontia bahiensis O'Donell",5.691153,0.002025,5e-06,6.805226,0.06077,0.009958,7.334896,0.027817,0.00081,8.67316,0.066295,0.010808,"Mechanism_1"
"1907","Jacquemontia blanchetii Moric.",5.691195,0.001003,2e-06,7.054276,0.05023,0.002966,7.351977,0.015977,0.000241,8.927815,0.049312,0.003219,"Mechanism_1"
"1908","Jacquemontia cataractae Krapov.",5.689853,NA,7.4e-05,7.239933,NA,0.139413,7.188413,NA,0.011337,9.311723,NA,0.151306,"Mechanism_1"
"1909","Jacquemontia cayensis Britton",5.703282,NA,7.4e-05,6.993015,NA,0.139413,7.566828,NA,0.011337,8.532673,NA,0.151306,"Mechanism_1"
"1910","Jacquemontia chrysanthera Buril",5.691842,0.001227,6e-06,6.657184,0.055903,0.011618,7.376883,0.0196,0.000945,8.481013,0.056433,0.012609,"Mechanism_1"
"1911","Jacquemontia ciliata Sandwith",5.690144,0.003032,4e-06,7.473514,0.125387,0.007338,7.300874,0.034666,0.000597,9.403987,0.130806,0.007963,"Mechanism_1"
"1912","Jacquemontia confusa Meisn.",5.696031,0.001352,5e-06,6.507885,0.06045,0.008713,7.399775,0.027075,0.000709,8.332371,0.062974,0.009457,"Mechanism_1"
"1913","Jacquemontia corymbulosa Benth.",5.695653,0.001898,3e-06,6.526056,0.070577,0.005809,7.374006,0.024443,0.000472,8.309539,0.06535,0.006304,"Mechanism_1"
"1914","Jacquemontia diamantinensis Buril",5.692553,NA,7.4e-05,7.012115,NA,0.139413,7.358831,NA,0.011337,8.837681,NA,0.151306,"Mechanism_1"
"1915","Jacquemontia elegans Helwig",5.68625,0.009668,3.7e-05,6.62071,0.037301,0.069706,7.263873,0.067187,0.005669,8.958156,0.302593,0.075653,"Mechanism_1"
"1916","Jacquemontia estrellensis Krapov.",5.696004,0.002175,6e-06,6.541449,0.08219,0.011618,7.455681,0.022976,0.000945,8.363135,0.063575,0.012609,"Mechanism_1"
"1917","Jacquemontia euricola Ridl.",5.673839,NA,7.4e-05,6.969791,NA,0.139413,7.300473,NA,0.011337,8.880446,NA,0.151306,"Mechanism_1"
"1918","Jacquemontia glaucescens Choisy",5.693987,0.001091,2e-06,7.044259,0.057237,0.004357,7.316841,0.013747,0.000366,8.900102,0.057568,0.004881,"Mechanism_1"
"1919","Jacquemontia lorentzii Peter ex Kuntze",5.686351,0.004573,1.8e-05,6.695392,0.121881,0.034853,7.479475,0.018882,0.002834,8.587304,0.106081,0.037827,"Mechanism_1"
"1920","Jacquemontia macrocalyx Buril",5.690866,NA,7.4e-05,6.214608,NA,0.139413,7.379632,NA,0.011337,8.123558,NA,0.151306,"Mechanism_1"
"1921","Jacquemontia martii Choisy",5.691151,0.001397,4e-06,6.840415,0.075264,0.007338,7.309721,0.021161,0.000597,8.762293,0.080675,0.007963,"Mechanism_1"
"1922","Jacquemontia parviflora Choisy",5.696081,0.003191,3.7e-05,7.341815,0.281339,0.069706,7.406831,0.019122,0.005669,9.078029,0.11027,0.075653,"Mechanism_1"
"1923","Jacquemontia prostrata Choisy",5.678627,0.002916,2.5e-05,7.300585,0.152319,0.046471,7.180644,0.041132,0.003779,9.306758,0.139466,0.050435,"Mechanism_1"
"1924","Jacquemontia racemosa Meisn.",5.696964,0.002549,7e-06,6.879944,0.139808,0.013941,7.409004,0.020405,0.001134,8.704486,0.119964,0.015131,"Mechanism_1"
"1925","Jacquemontia subsessilis Moric.",5.694476,0.002974,1.8e-05,6.93271,0.277176,0.034853,7.348756,0.068878,0.002834,8.771098,0.282513,0.037827,"Mechanism_1"
"1926","Jacquemontia velutina Choisy",5.690919,0.001638,3e-06,7.114623,0.075419,0.005163,7.327879,0.019609,0.00042,8.972316,0.074215,0.005604,"Mechanism_1"
"1927","Jacquemontia warmingii O'Donell",5.686918,0.010678,3.7e-05,7.490442,0.063893,0.069706,7.22598,0.103114,0.005669,9.362237,0.110467,0.075653,"Mechanism_1"
"1928","Jacquemontia weberbaueri Helwig",5.69137,0.002193,3.7e-05,6.563809,0.038779,0.069706,7.278004,0.05763,0.005669,8.624008,0.133775,0.075653,"Mechanism_1"
"1929","Keraunea brasiliensis Cheek & Sim.-Bianch.",5.695983,0.00112,1.5e-05,6.816206,0.09541,0.027883,7.440368,0.015513,0.002267,8.560178,0.057691,0.030261,"Mechanism_1"
"1930","Keraunea capixaba Lombardi",5.696254,NA,7.4e-05,7.100027,NA,0.139413,7.210818,NA,0.011337,9.069007,NA,0.151306,"Mechanism_1"
"1931","Lysiostyles scandens Benth.",5.697068,0.000785,1.1e-05,7.703323,0.08734,0.019916,7.394391,0.012231,0.00162,9.448353,0.07484,0.021615,"Mechanism_1"
"1932","Maripa densiflora Benth.",5.697595,0.000649,9e-06,7.967777,0.068342,0.017427,7.285397,0.029705,0.001417,9.894612,0.063389,0.018913,"Mechanism_1"
"1933","Maripa elongata Ducke",5.699214,0.000995,1.2e-05,7.786398,0.031904,0.023235,7.214807,0.026519,0.00189,9.820964,0.043101,0.025218,"Mechanism_1"
"1934","Maripa fasciculata Ooststr.",5.699841,0.001368,1.1e-05,7.890149,0.083353,0.019916,7.235388,0.060313,0.00162,9.887266,0.067777,0.021615,"Mechanism_1"
"1935","Maripa glabra Choisy",5.700346,0.000362,4e-06,7.71219,0.039983,0.007338,7.319602,0.02153,0.000567,9.621404,0.041972,0.007565,"Mechanism_1"
"1936","Maripa janusiana D.F.Austin",5.696925,0.000444,9e-06,8.06983,0.048368,0.017427,7.087359,0.007839,0.001417,10.094698,0.021131,0.018913,"Mechanism_1"
"1937","Maripa nicaraguensis Hemsl.",5.69533,0.001219,3e-06,7.929497,0.061001,0.004807,7.393351,0.01185,0.000391,9.723368,0.054346,0.005217,"Mechanism_1"
"1938","Maripa panamensis Hemsl.",5.699251,0.000801,3e-06,7.990925,0.078369,0.005362,7.362316,0.013521,0.000472,9.825533,0.086557,0.006304,"Mechanism_1"
"1939","Maripa paniculata Barb.Rodr.",5.697724,0.000563,2e-06,7.88463,0.041433,0.004225,7.23712,0.021832,0.000333,9.82728,0.046555,0.00445,"Mechanism_1"
"1940","Maripa pauciflora D.F.Austin",5.696477,0.000874,2.5e-05,8.048773,0.170837,0.046471,7.068962,0.007862,0.003779,10.130935,0.104262,0.050435,"Mechanism_1"
"1941","Maripa peruviana Ooststr.",5.697596,0.00028,2e-06,7.897235,0.05221,0.004497,7.11606,0.011982,0.000366,9.998603,0.04061,0.004881,"Mechanism_1"
"1942","Maripa putumayana D.F.Austin",5.695917,0.00168,3.7e-05,8.024905,0.029935,0.069706,7.079457,0.017265,0.005669,10.198666,0.046601,0.075653,"Mechanism_1"
"1943","Maripa repens Rusby",5.698687,0.001193,7e-06,7.772317,0.069107,0.012674,7.351411,0.042447,0.001031,9.60172,0.079786,0.013755,"Mechanism_1"
"1944","Maripa reticulata Ducke",5.69887,0.000821,2e-06,7.571692,0.051176,0.003873,7.305218,0.015916,0.000315,9.50869,0.054302,0.004203,"Mechanism_1"
"1945","Maripa scandens Aubl.",5.698162,0.000618,2e-06,7.699739,0.053313,0.003098,7.336316,0.012891,0.000246,9.566817,0.053773,0.003289,"Mechanism_1"
"1946","Maripa stellulata Steyerm.",5.703616,NA,7.4e-05,7.167038,NA,0.139413,7.514255,NA,0.011337,8.851663,NA,0.151306,"Mechanism_1"
"1947","Merremia wurdackii D.F.Austin & Staples",5.70005,0.001754,2.5e-05,7.585942,0.089216,0.046471,7.258812,0.048741,0.003779,9.5276,0.190024,0.050435,"Mechanism_1"
"1948","Tetralocularia pennellii O'Donell",5.698155,0.000364,1.2e-05,7.503721,0.089449,0.023235,7.237306,0.035744,0.00189,9.554446,0.122741,0.025218,"Mechanism_1"
"1949","Turbina amazonica D.F.Austin & Staples",5.698602,0.000627,1.8e-05,7.602539,0.073109,0.034853,7.208412,0.038318,0.002834,9.514262,0.103575,0.037827,"Mechanism_1"
"1950","Lycianthes cuchumatanensis J.L.Gentry",5.669648,0.007747,2.5e-05,7.475918,0.058586,0.046471,7.36601,0.032833,0.003779,9.237804,0.159701,0.050435,"Mechanism_1"
"1951","Lycianthes dendriticothrix Bitter",5.681395,0.007537,1.2e-05,7.755763,0.222007,0.023235,7.247633,0.057741,0.00189,9.763118,0.064795,0.025218,"Mechanism_1"
"1952","Lycianthes ferruginea Bitter",5.696141,0.004388,1.8e-05,7.867823,0.239594,0.034853,7.432645,0.021926,0.002834,9.631481,0.119705,0.037827,"Mechanism_1"
"1953","Lycianthes furcatistellata Bitter",5.669997,0.00748,2.5e-05,7.991352,0.064078,0.046471,7.210016,0.157715,0.003779,9.908132,0.165358,0.050435,"Mechanism_1"
"1954","Lycianthes gorgonea Bitter",5.685455,0.008071,1.5e-05,7.556432,0.101715,0.027883,7.424703,0.036261,0.002267,9.271363,0.159789,0.030261,"Mechanism_1"
"1955","Lycianthes hypoleuca Standl.",5.691912,0.002223,1.1e-05,7.364414,0.138157,0.019916,7.448201,0.014484,0.00162,9.182592,0.131544,0.021615,"Mechanism_1"
"1956","Lycianthes multiflora Bitter",5.692859,0.002184,5e-06,7.863215,0.091357,0.009958,7.415243,0.011871,0.00081,9.697477,0.081974,0.010808,"Mechanism_1"
"1957","Lycianthes nitida Bitter",5.693085,0.001607,3e-06,7.973183,0.039544,0.005809,7.376897,0.030591,0.000472,9.725058,0.062798,0.006304,"Mechanism_1"
"1958","Lycianthes poeppigii Bitter",5.685514,0.014427,3.7e-05,8.132674,0.467389,0.069706,7.202321,0.026067,0.005669,9.415055,0.265101,0.075653,"Mechanism_1"
"1959","Lycianthes profunderugosa Bitter",5.666126,0.00539,1.5e-05,7.864519,0.28831,0.027883,7.117278,0.076662,0.002267,9.750869,0.211908,0.030261,"Mechanism_1"
"1960","Schwenckia grandiflora Benth.",5.697843,0.000797,2e-06,7.691818,0.053214,0.003575,7.271357,0.01554,0.000291,9.652477,0.05071,0.00388,"Mechanism_1"
"1961","Schwenckia volubilis Benth.",5.694974,0.003689,1.8e-05,7.265526,0.15736,0.034853,7.285043,0.043428,0.002834,9.303456,0.18416,0.037827,"Mechanism_1"
"1962","Mutisia alata Hieron.",5.648782,0.005635,4e-05,6.861259,0.339166,0.073516,6.934132,0.073468,0.006117,9.106056,0.276977,0.080246,"Mechanism_2"
"1963","Mutisia anderssonii Sodiro ex Hieron.",5.636851,0.004406,2.7e-05,7.210344,0.289099,0.049011,6.896504,0.14087,0.004078,9.224246,0.324975,0.053497,"Mechanism_2"
"1964","Mutisia campanulata Less.",5.672344,0.002687,1.1e-05,7.405277,0.062247,0.021005,7.090678,0.030138,0.001748,9.458331,0.061339,0.022927,"Mechanism_2"
"1965","Mutisia coccinea A.St.-Hil.",5.681022,0.002407,7e-06,7.205029,0.052734,0.012253,7.194858,0.030176,0.00102,9.27396,0.057198,0.013374,"Mechanism_2"
"1966","Mutisia friesiana Cabrera",5.632095,0.005013,4e-05,5.570293,0.106461,0.073516,7.547661,0.074024,0.006117,6.85468,0.067964,0.080246,"Mechanism_2"
"1967","Mutisia hamata Reiche",5.629215,0.004897,2.7e-05,5.41436,0.358339,0.049011,7.549583,0.01421,0.004078,7.031575,0.258483,0.053497,"Mechanism_2"
"1968","Mutisia intermedia Hieron.",5.637465,NA,8e-05,6.791221,NA,0.147033,6.769642,NA,0.012234,9.466145,NA,0.160492,"Mechanism_2"
"1969","Mutisia lanata Ruiz & Pav.",5.654282,0.002976,4e-06,6.932862,0.146642,0.007739,7.259496,0.027213,0.000644,8.683211,0.097579,0.008447,"Mechanism_2"
"1970","Mutisia lanigera Wedd.",5.621306,NA,8e-05,5.32301,NA,0.147033,7.323831,NA,0.012234,7.506042,NA,0.160492,"Mechanism_2"
"1971","Mutisia lehmannii Hieron.",5.637108,NA,8e-05,6.526495,NA,0.147033,6.771936,NA,0.012234,9.50718,NA,0.160492,"Mechanism_2"
"1972","Mutisia mandoniana Wedd. ex Cabrera",5.649618,0.014664,2e-05,7.186533,0.131234,0.036758,7.21245,0.0637,0.003059,9.108461,0.255036,0.040123,"Mechanism_2"
"1973","Mutisia mathewsii Hook. & Arn.",5.650648,0.024648,2.7e-05,6.985357,0.267155,0.049011,7.063756,0.170156,0.004078,9.146792,0.238908,0.053497,"Mechanism_2"
"1974","Mutisia microphylla Willd. ex DC.",5.636039,NA,8e-05,6.971669,NA,0.147033,6.822197,NA,0.012234,9.273127,NA,0.160492,"Mechanism_2"
"1975","Mutisia pulcherrima Muschl.",5.650909,NA,8e-05,7.270313,NA,0.147033,7.118826,NA,0.012234,9.188197,NA,0.160492,"Mechanism_2"
"1976","Mutisia stuebelii Hieron.",5.651963,NA,8e-05,7.480992,NA,0.147033,7.018402,NA,0.012234,9.687195,NA,0.160492,"Mechanism_2"
"1977","Mutisia venusta S.F.Blake",5.656974,0.00274,2.7e-05,7.004888,0.522193,0.049011,7.22785,0.07572,0.004078,9.085184,0.107906,0.053497,"Mechanism_2"
"1978","Mutisia wurdackii Cabrera",5.671255,0.002927,4e-05,6.854836,0.046901,0.073516,7.154591,0.007031,0.006117,8.914895,0.000403,0.080246,"Mechanism_2"
"1979","Antigonon flavescens S.Watson",5.697353,0.002005,3e-06,6.938103,0.055866,0.005655,7.529023,0.014866,0.000471,8.679176,0.053985,0.006173,"Mechanism_2"
"1980","Antigonon guatimalense Meisn.",5.69862,0.002225,9e-06,7.0823,0.116906,0.016337,7.539595,0.017296,0.001359,8.946157,0.113337,0.017832,"Mechanism_2"
"1981","Apodanthera argentea Cogn.",5.682438,0.007995,2.7e-05,7.4339,0.120988,0.049011,7.141587,0.044856,0.004078,9.345801,0.188061,0.053497,"Mechanism_2"
"1982","Apodanthera biflora Cogn.",5.662183,0.034742,4e-05,6.526319,0.171949,0.073516,6.958586,0.294177,0.006117,8.554471,0.618168,0.080246,"Mechanism_2"
"1983","Apodanthera congestiflora Cogn.",5.69819,0.001035,4e-06,6.524738,0.042074,0.007352,7.409792,0.01802,0.000612,8.281833,0.048115,0.008025,"Mechanism_2"
"1984","Apodanthera crispa Cogn.",5.675272,0.002017,1.6e-05,6.321269,0.198406,0.029407,7.573065,0.026412,0.002447,8.002671,0.194923,0.032098,"Mechanism_2"
"1985","Apodanthera eriocalyx Cogn.",5.699942,NA,8e-05,7.473069,NA,0.147033,7.219642,NA,0.012234,9.496121,NA,0.160492,"Mechanism_2"
"1986","Apodanthera ferreyrana Mart.Crov.",5.690191,NA,8e-05,4.290459,NA,0.147033,7.257708,NA,0.012234,5.283204,NA,0.160492,"Mechanism_2"
"1987","Apodanthera glaziovii Cogn. ex Glaz.",5.695765,0.001761,1.1e-05,6.610965,0.146459,0.021005,7.357547,0.026558,0.001748,8.52326,0.148276,0.022927,"Mechanism_2"
"1988","Apodanthera herrerae Harms",5.65545,0.005947,4e-05,6.796968,0.867379,0.073516,7.215654,0.037108,0.006117,8.741243,0.557566,0.080246,"Mechanism_2"
"1989","Apodanthera hirtella Cogn.",5.663134,NA,8e-05,6.543912,NA,0.147033,7.393263,NA,0.012234,8.62784,NA,0.160492,"Mechanism_2"
"1990","Apodanthera latipetala Mart.Crov.",5.636395,NA,8e-05,6.169611,NA,0.147033,7.273786,NA,0.012234,8.726319,NA,0.160492,"Mechanism_2"
"1991","Apodanthera mandonii Cogn.",5.655265,0.009236,2.7e-05,6.927085,0.39192,0.049011,7.250364,0.043813,0.004078,8.842829,0.241402,0.053497,"Mechanism_2"
"1992","Apodanthera succulenta C.Jeffrey",5.683389,0.006464,4e-05,6.924545,0.094752,0.073516,7.37621,0.049744,0.006117,8.630699,0.221537,0.080246,"Mechanism_2"
"1993","Apodanthera trifoliata Cogn.",5.695331,0.001888,8e-06,6.472221,0.060269,0.014703,7.395597,0.026124,0.001223,8.242497,0.067616,0.016049,"Mechanism_2"
"1994","Apodanthera undulata A.Gray",5.673587,0.001794,5e-06,6.496174,0.097021,0.009802,7.534157,0.017116,0.000816,8.166669,0.105294,0.010699,"Mechanism_2"
"1995","Apodanthera villosa C.Jeffrey",5.68477,NA,8e-05,6.674561,NA,0.147033,7.303843,NA,0.012234,8.523175,NA,0.160492,"Mechanism_2"
"1996","Apodanthera weberbaueri Harms",5.64633,NA,8e-05,5.568345,NA,0.147033,7.113956,NA,0.012234,8.028129,NA,0.160492,"Mechanism_2"
"1997","Calycophysum pedunculatum H.Karst. & Triana",5.686056,0.002192,3e-06,7.605191,0.080741,0.004743,7.209147,0.020926,0.000395,9.608802,0.075258,0.005177,"Mechanism_2"
"1998","Calycophysum weberbaueri Harms",5.666996,0.030601,4e-05,6.695723,0.526112,0.073516,7.249634,0.024153,0.006117,9.282341,0.556021,0.080246,"Mechanism_2"
"1999","Cayaponia boliviensis Cogn.",5.669018,NA,8e-05,6.514713,NA,0.147033,7.305188,NA,0.012234,8.890686,NA,0.160492,"Mechanism_2"
"2000","Cayaponia botryocarpa C.Jeffrey",5.681697,0.00443,4e-05,7.808016,0.014429,0.073516,7.303785,0.010768,0.006117,9.486519,0.029319,0.080246,"Mechanism_2"
"2001","Cayaponia buraeavii Cogn.",5.667206,0.003778,6e-06,7.63764,0.126581,0.01131,7.167781,0.041854,0.000941,9.68539,0.084104,0.012346,"Mechanism_2"
"2002","Cayaponia capitata Cogn. ex Harms",5.692745,0.00217,5e-06,7.6224,0.112313,0.009802,7.149892,0.017986,0.000816,9.80029,0.092695,0.010699,"Mechanism_2"
"2003","Cayaponia caulobotrys C.Jeffrey",5.696723,8e-04,1.6e-05,7.773295,0.211689,0.029407,7.117635,0.025746,0.002447,9.865615,0.094838,0.032098,"Mechanism_2"
"2004","Cayaponia coriacea Cogn.",5.697526,0.001181,5e-06,7.870099,0.071534,0.008649,7.262976,0.033925,0.00072,9.878109,0.068689,0.009441,"Mechanism_2"
"2005","Cayaponia denticulata Killip ex C.Jeffrey",5.658611,NA,8e-05,7.257003,NA,0.147033,7.086738,NA,0.012234,9.180293,NA,0.160492,"Mechanism_2"
"2006","Cayaponia duckei Harms",5.698934,0.001306,1.6e-05,7.838906,0.119636,0.029407,7.171936,0.043822,0.002447,9.920016,0.15752,0.032098,"Mechanism_2"
"2007","Cayaponia ferruginea Gomes-Klein",5.697512,0.000754,2e-05,7.561391,0.08418,0.036758,7.296249,0.060146,0.003059,9.32915,0.167552,0.040123,"Mechanism_2"
"2008","Cayaponia granatensis Cogn.",5.692765,0.001716,2e-06,7.877895,0.067726,0.00377,7.232918,0.019982,0.000314,9.922548,0.068535,0.004115,"Mechanism_2"
"2009","Cayaponia jenmanii C.Jeffrey",5.700945,0.000305,2e-05,7.738471,0.022816,0.036758,7.432892,0.004865,0.003059,9.522692,0.03257,0.040123,"Mechanism_2"
"2010","Cayaponia longifolia Cogn.",5.674517,0.006215,1.6e-05,7.45192,0.103312,0.029407,7.101082,0.028112,0.002447,9.494559,0.114966,0.032098,"Mechanism_2"
"2011","Cayaponia longiloba A.K.Monro",5.700364,0.001662,1.1e-05,7.630136,0.041433,0.021005,7.492001,0.022694,0.001748,9.31873,0.072168,0.022927,"Mechanism_2"
"2012","Cayaponia macrocalyx Harms",5.694323,0.00104,3e-06,7.834099,0.066026,0.006126,7.130488,0.023623,0.00051,9.947303,0.057186,0.006687,"Mechanism_2"
"2013","Cayaponia membranacea Gomes-Klein",5.68375,NA,8e-05,7.26543,NA,0.147033,7.120444,NA,0.012234,9.296793,NA,0.160492,"Mechanism_2"
"2014","Cayaponia nitida Gomes-Klein & Pirani",5.698714,0.000447,2.7e-05,7.473002,0.053813,0.049011,7.310449,0.023302,0.004078,9.442332,0.023871,0.053497,"Mechanism_2"
"2015","Cayaponia noronhae C.Jeffrey",5.701947,NA,8e-05,6.51323,NA,0.147033,7.425358,NA,0.012234,8.167919,NA,0.160492,"Mechanism_2"
"2016","Cayaponia ophthalmica R.E.Schult.",5.695842,0.000877,3e-06,7.768905,0.061661,0.004743,7.200472,0.018549,0.000395,9.849643,0.054168,0.005177,"Mechanism_2"
"2017","Cayaponia petiolulata Cogn.",5.697261,NA,8e-05,7.839526,NA,0.147033,7.291656,NA,0.012234,9.609989,NA,0.160492,"Mechanism_2"
"2018","Cayaponia podantha Cogn.",5.69817,0.001037,5e-06,7.132015,0.063093,0.009802,7.41733,0.018859,0.000816,8.878813,0.093734,0.010699,"Mechanism_2"
"2019","Cayaponia ruizii Cogn.",5.69075,0.002538,1.1e-05,7.743032,0.154127,0.021005,7.176082,0.034965,0.001748,9.78872,0.149465,0.022927,"Mechanism_2"
"2020","Cayaponia selysioides C.Jeffrey",5.698115,0.000951,9e-06,7.463052,0.052496,0.016337,7.374331,0.019818,0.001359,9.425318,0.062717,0.017832,"Mechanism_2"
"2021","Cayaponia sessiliflora Wunderlin",5.695694,0.000448,2.7e-05,8.287212,0.142304,0.049011,7.070591,0.01153,0.004078,10.340757,0.072098,0.053497,"Mechanism_2"
"2022","Cayaponia tessmannii Harms",5.698267,NA,8e-05,8.192294,NA,0.147033,7.223296,NA,0.012234,10.133686,NA,0.160492,"Mechanism_2"
"2023","Cayaponia trilobata Cogn.",5.68409,NA,8e-05,7.483244,NA,0.147033,7.155396,NA,0.012234,9.447781,NA,0.160492,"Mechanism_2"
"2024","Cayaponia tubulosa Cogn.",5.695164,0.001064,2e-06,7.586374,0.055495,0.003001,7.220226,0.018018,0.000255,9.639737,0.057725,0.003344,"Mechanism_2"
"2025","Cayaponia villosissima Cogn.",5.670398,NA,8e-05,7.026427,NA,0.147033,7.061334,NA,0.012234,9.400382,NA,0.160492,"Mechanism_2"
"2026","Ceratosanthes hilariana Cogn.",5.697593,0.002024,2.7e-05,7.340562,0.096217,0.049011,7.360381,0.012115,0.004078,9.204494,0.011426,0.053497,"Mechanism_2"
"2027","Ceratosanthes multiloba Cogn.",5.700276,NA,8e-05,6.985642,NA,0.147033,7.427144,NA,0.012234,8.901503,NA,0.160492,"Mechanism_2"
"2028","Ceratosanthes tomentosa Cogn.",5.699601,0.002422,2.7e-05,7.288924,0.066767,0.049011,7.366605,0.007146,0.004078,9.147732,0.062429,0.053497,"Mechanism_2"
"2029","Cionosicys guabubu Grayum & J.A.González",5.691463,0.002321,1.6e-05,7.47172,0.173547,0.029407,7.475823,0.016388,0.002447,9.194178,0.08879,0.032098,"Mechanism_2"
"2030","Cucumis dipsaceus Ehrenb. ex Spach",5.692684,0.001902,2e-06,6.853644,0.08569,0.004201,7.387097,0.022871,0.00036,8.705823,0.097276,0.00472,"Mechanism_2"
"2031","Cucurbita lundelliana L.H.Bailey",5.700385,0.000758,7e-06,7.275174,0.073441,0.012253,7.509689,0.012341,0.00102,8.996169,0.067006,0.013374,"Mechanism_2"
"2032","Cucurbita pedatifolia L.H.Bailey",5.670408,0.002315,8e-06,6.349323,0.085976,0.014703,7.491069,0.028754,0.001223,7.977695,0.079234,0.016049,"Mechanism_2"
"2033","Cucurbita radicans Naudin",5.671621,0.001919,8e-06,6.586193,0.107094,0.014703,7.509693,0.015451,0.001223,8.313243,0.077349,0.016049,"Mechanism_2"
"2034","Cyclanthera cogniauxii C.E.Jones & Kearns",5.672808,NA,8e-05,8.16962,NA,0.147033,7.312553,NA,0.012234,9.917045,NA,0.160492,"Mechanism_2"
"2035","Cyclanthera cordifolia Cogn.",5.657554,0.004921,5e-06,7.224223,0.143578,0.008649,7.171349,0.058688,0.00072,9.103817,0.123934,0.009441,"Mechanism_2"
"2036","Cyclanthera eichleri Cogn.",5.674182,NA,8e-05,7.559038,NA,0.147033,7.117206,NA,0.012234,9.464207,NA,0.160492,"Mechanism_2"
"2037","Cyclanthera integrifoliola Cogn.",5.667917,0.002552,6e-06,6.643541,0.093629,0.01131,7.49661,0.019667,0.000941,8.379879,0.107544,0.012346,"Mechanism_2"
"2038","Cyclanthera langaei Cogn.",5.674325,0.002044,2e-06,7.122412,0.074573,0.004324,7.415764,0.018532,0.00036,8.862987,0.066881,0.00472,"Mechanism_2"
"2039","Cyclanthera leptostachya Benth.",5.674266,0.005552,2.7e-05,6.664196,0.091209,0.049011,7.191751,0.020732,0.004078,8.730366,0.116369,0.053497,"Mechanism_2"
"2040","Cyclanthera multifoliola Cogn.",5.68619,0.002529,2e-06,6.985484,0.086275,0.003676,7.495132,0.014459,0.000306,8.703936,0.08726,0.004012,"Mechanism_2"
"2041","Cyclanthera multifoliolata Cogn.",5.682965,0.00425,5e-06,6.749389,0.141229,0.009802,7.501355,0.033438,0.000816,8.481432,0.148225,0.010699,"Mechanism_2"
"2042","Cyclanthera phyllantha Harms",5.6666,NA,8e-05,8.230311,NA,0.147033,7.050989,NA,0.012234,9.51488,NA,0.160492,"Mechanism_2"
"2043","Cyclanthera steyermarkii Standl.",5.664535,0.007008,2e-05,7.509908,0.13488,0.036758,7.380982,0.055182,0.003059,9.056439,0.072881,0.040123,"Mechanism_2"
"2044","Cyclanthera tamnifolia Griseb.",5.669243,0.005866,1e-05,6.748347,0.108742,0.018379,7.425187,0.022362,0.001529,8.383516,0.100459,0.020061,"Mechanism_2"
"2045","Cyclanthera tenuisepala Cogn.",5.68732,0.003164,6e-06,7.286278,0.158864,0.01131,7.222266,0.048183,0.000941,9.268435,0.168236,0.012346,"Mechanism_2"
"2046","Doyerea emetocathartica Grosourdy",5.696076,0.00206,3e-06,6.878801,0.076952,0.006393,7.517318,0.014567,0.000532,8.648465,0.073256,0.006978,"Mechanism_2"
"2047","Fevillea bahiensis G.L.Rob. & Wunderlin",5.695918,NA,8e-05,7.082549,NA,0.147033,7.254178,NA,0.012234,9.28517,NA,0.160492,"Mechanism_2"
"2048","Fevillea cordifolia L.",5.695271,0.000954,1e-06,7.665965,0.051106,0.00196,7.256385,0.018505,0.000163,9.668129,0.054192,0.00214,"Mechanism_2"
"2049","Fevillea passiflora Vell.",5.689536,0.002016,9e-06,7.01906,0.059298,0.016337,7.196841,0.017682,0.001359,9.065737,0.081992,0.017832,"Mechanism_2"
"2050","Fevillea trilobata L.",5.691769,0.001638,4e-06,6.989389,0.081118,0.007352,7.272811,0.021751,0.000612,8.943836,0.081976,0.008025,"Mechanism_2"
"2051","Gurania acuminata Cogn.",5.694772,0.000601,1e-06,7.69882,0.042761,0.001616,7.219187,0.012534,0.000134,9.710313,0.04377,0.001764,"Mechanism_2"
"2052","Gurania guentheri Harms",5.69236,0.003118,1.3e-05,8.06647,0.097463,0.024505,7.106701,0.021146,0.002039,10.080495,0.127482,0.026749,"Mechanism_2"
"2053","Gurania huberi Cogn.",5.694712,0.002418,5e-06,7.975557,0.070858,0.009802,7.320421,0.017408,0.000816,9.737504,0.04796,0.010699,"Mechanism_2"
"2054","Gurania huebneri Harms",5.700387,0.000991,2.7e-05,7.858579,0.047555,0.049011,7.279348,0.060181,0.004078,9.709394,0.060739,0.053497,"Mechanism_2"
"2055","Gurania malacophylla Barb.Rodr.",5.69456,0.003727,2.7e-05,7.317295,0.114866,0.049011,7.229138,0.034514,0.004078,9.372362,0.123534,0.053497,"Mechanism_2"
"2056","Gurania multiflora Cogn.",5.695241,0.001661,1.6e-05,7.612134,0.015837,0.029407,7.256374,0.023049,0.003059,9.559917,0.008641,0.040123,"Mechanism_2"
"2057","Gurania neei Gomes-Costa",5.684426,0.001894,2.7e-05,6.896685,0.074105,0.049011,7.226962,0.034269,0.004078,8.786874,0.038954,0.053497,"Mechanism_2"
