"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"340","Dioscorea purdiei R.Knuth",5.669018,NA,7.4e-05,7.027315,NA,0.139413,7.221836,NA,0.011337,9.157361,NA,0.151306,"Mechanism_1"
"341","Dioscorea putisensis R.Knuth",5.631033,NA,7.4e-05,7.399398,NA,0.139413,7.111512,NA,0.011337,9.060563,NA,0.151306,"Mechanism_1"
"342","Dioscorea regnellii Uline ex R.Knuth",5.691359,0.005231,3.7e-05,7.160534,0.127027,0.069706,7.385461,0.06229,0.005669,8.888555,0.185048,0.075653,"Mechanism_1"
"343","Dioscorea remotiflora Kunth",5.686294,0.002211,2e-06,6.976185,0.055032,0.003319,7.492468,0.013153,0.00027,8.71444,0.048538,0.003603,"Mechanism_1"
"344","Dioscorea rimbachii R.Knuth",5.643495,0.002561,2.5e-05,7.352032,0.086003,0.046471,6.949085,0.04907,0.003779,9.33171,0.024846,0.050435,"Mechanism_1"
"345","Dioscorea rosei R.Knuth",5.6659,0.003808,3.7e-05,7.28912,0.413888,0.069706,7.109457,0.005312,0.005669,9.43092,0.427727,0.075653,"Mechanism_1"
"346","Dioscorea rumicoides Griseb.",5.692032,0.003301,7e-06,6.95867,0.122135,0.013941,7.368757,0.028298,0.001134,8.892312,0.166886,0.015131,"Mechanism_1"
"347","Dioscorea rusbyi Uline",5.689515,NA,7.4e-05,6.961296,NA,0.139413,7.325149,NA,0.011337,9.18533,NA,0.151306,"Mechanism_1"
"348","Dioscorea sabarensis R.Knuth",5.680684,NA,7.4e-05,7.537963,NA,0.139413,7.134094,NA,0.011337,9.374583,NA,0.151306,"Mechanism_1"
"349","Dioscorea santanderensis R.Knuth",5.69431,0.006304,2.5e-05,8.032749,0.06849,0.046471,7.35078,0.032059,0.003779,9.944147,0.032192,0.050435,"Mechanism_1"
"350","Dioscorea scabra Humb. & Bonpl. ex Willd.",5.693979,0.001877,5e-06,7.117687,0.073598,0.008713,7.311337,0.018784,0.000709,8.979226,0.068331,0.009457,"Mechanism_1"
"351","Dioscorea schunkei Ayala & T.Clayton",5.698937,0.000387,2.5e-05,7.394636,0.101996,0.046471,7.234388,0.035244,0.003779,9.651831,0.079651,0.050435,"Mechanism_1"
"352","Dioscorea sericea R.Knuth",5.677397,0.009069,3.7e-05,6.661215,0.434678,0.069706,7.269111,0.017766,0.005669,9.16037,0.404633,0.075653,"Mechanism_1"
"353","Dioscorea sessiliflora McVaugh",5.685788,NA,7.4e-05,7.161622,NA,0.139413,7.473637,NA,0.011337,8.822322,NA,0.151306,"Mechanism_1"
"354","Dioscorea sororopana Steyerm.",5.673313,0.004639,3.7e-05,7.985205,0.231152,0.069706,7.269856,0.04802,0.005669,9.478594,0.090609,0.075653,"Mechanism_1"
"355","Dioscorea spiculiflora Hemsl.",5.697495,0.001004,2e-06,7.489543,0.068556,0.0034,7.489574,0.010078,0.000277,9.187783,0.072021,0.00369,"Mechanism_1"
"356","Dioscorea sprucei Uline ex R.Knuth",5.627441,NA,7.4e-05,6.698268,NA,0.139413,6.664409,NA,0.011337,9.172639,NA,0.151306,"Mechanism_1"
"357","Dioscorea standleyi C.V.Morton",5.679295,0.005681,1.2e-05,8.006475,0.137132,0.023235,7.252071,0.070774,0.00189,9.984217,0.126756,0.025218,"Mechanism_1"
"358","Dioscorea stegelmanniana R.Knuth",5.693851,0.001755,3e-06,7.361504,0.078492,0.005809,7.255257,0.020467,0.000472,9.312093,0.087104,0.006304,"Mechanism_1"
"359","Dioscorea stellaris R.Knuth",5.695246,NA,7.4e-05,7.116394,NA,0.139413,7.398174,NA,0.011337,9.177404,NA,0.151306,"Mechanism_1"
"360","Dioscorea stenophylla Uline",5.680789,0.003063,2.5e-05,7.388625,0.053265,0.046471,7.292245,0.063483,0.003779,9.313595,0.044183,0.050435,"Mechanism_1"
"361","Dioscorea subhastata Vell.",5.689018,0.001731,4e-06,6.900864,0.090374,0.006639,7.332857,0.027365,0.00054,8.776291,0.112602,0.007205,"Mechanism_1"
"362","Dioscorea subtomentosa Miranda",5.691301,0.002333,3e-06,6.978435,0.052195,0.005577,7.523692,0.012196,0.000453,8.675135,0.061252,0.006052,"Mechanism_1"
"363","Dioscorea suratensis R.Knuth",5.655817,NA,7.4e-05,6.962243,NA,0.139413,7.130899,NA,0.011337,9.087834,NA,0.151306,"Mechanism_1"
"364","Dioscorea tacanensis Lundell",5.679907,0.007947,1.8e-05,7.485978,0.208634,0.034853,7.449797,0.047704,0.002834,8.869982,0.129722,0.037827,"Mechanism_1"
"365","Dioscorea tamoidea Griseb.",5.696163,0.003458,1.5e-05,7.251133,0.076336,0.027883,7.477091,0.050735,0.002267,8.910337,0.136758,0.030261,"Mechanism_1"
"366","Dioscorea tarijensis R.Knuth",5.643502,NA,7.4e-05,6.54103,NA,0.139413,7.436028,NA,0.011337,8.058327,NA,0.151306,"Mechanism_1"
"367","Dioscorea tauriglossum R.Knuth",5.702781,0.001168,3.7e-05,6.94759,0.678493,0.069706,7.407995,0.032739,0.005669,8.58982,0.594176,0.075653,"Mechanism_1"
"368","Dioscorea ternata Griseb.",5.694903,0.0037,3.7e-05,6.991444,0.146628,0.069706,7.407151,0.046411,0.005669,8.931941,0.202059,0.075653,"Mechanism_1"
"369","Dioscorea therezopolensis Uline ex R.Knuth",5.677703,0.004666,1.5e-05,7.362804,0.082941,0.027883,7.10102,0.02229,0.002267,9.391387,0.051147,0.030261,"Mechanism_1"
"370","Dioscorea toldosensis R.Knuth",5.625641,NA,7.4e-05,6.974479,NA,0.139413,7.46451,NA,0.011337,7.661056,NA,0.151306,"Mechanism_1"
"371","Dioscorea trichanthera Gleason",5.694714,0.001112,1.1e-05,7.729884,0.082021,0.019916,7.383247,0.016584,0.00162,9.455595,0.064586,0.021615,"Mechanism_1"
"372","Dioscorea trifoliata Kunth",5.69808,0.003667,1.8e-05,7.746797,0.369836,0.034853,7.439982,0.102088,0.003779,9.351641,0.612876,0.050435,"Mechanism_1"
"373","Dioscorea trifurcata Hauman",5.667983,NA,7.4e-05,7.720462,NA,0.139413,7.113956,NA,0.011337,9.553646,NA,0.151306,"Mechanism_1"
"374","Dioscorea trilinguis Griseb.",5.692608,0.000818,1.2e-05,7.272914,0.26632,0.023235,7.264031,0.01949,0.00189,9.234138,0.201725,0.025218,"Mechanism_1"
"375","Dioscorea trisecta Griseb.",5.693816,0.001944,7e-06,7.328426,0.067683,0.013941,7.278766,0.040314,0.001134,9.222765,0.080585,0.015131,"Mechanism_1"
"376","Dioscorea truncata Miq.",5.699607,NA,7.4e-05,7.401842,NA,0.139413,7.36074,NA,0.011337,9.449515,NA,0.151306,"Mechanism_1"
"377","Dioscorea weberbaueri R.Knuth",5.659656,NA,7.4e-05,6.710523,NA,0.139413,7.225481,NA,0.011337,8.879472,NA,0.151306,"Mechanism_1"
"378","Dioscorea wrightii Uline ex R.Knuth",5.695463,0.002776,2.5e-05,7.297272,0.086727,0.046471,7.445512,0.059747,0.003779,9.051492,0.151891,0.050435,"Mechanism_1"
"379","Valeriana clematitis Kunth",5.658926,0.001999,1e-06,7.186934,0.060804,0.002363,7.185202,0.026983,0.000192,9.13751,0.062152,0.002565,"Mechanism_1"
"380","Valeriana crassifolia Kunth",5.665223,0.003739,5e-06,7.389644,0.141534,0.009958,7.114772,0.03787,0.00081,9.499334,0.14515,0.010808,"Mechanism_1"
"381","Valeriana decussata Ruiz & Pav.",5.646032,0.005109,5e-06,6.824137,0.128657,0.009958,7.116195,0.059993,0.00081,8.921033,0.138587,0.010808,"Mechanism_1"
"382","Valeriana quadrangularis Kunth",5.632465,0.001074,3.7e-05,7.534995,0.279404,0.069706,6.652182,0.008393,0.005669,9.646898,0.034633,0.075653,"Mechanism_1"
"383","Abrus precatorius L.",5.698284,0.000736,1e-06,7.397072,0.039235,0.001549,7.386746,0.011542,0.000129,9.214705,0.042832,0.001719,"Mechanism_1"
"384","Ancistrotropis serrana Snak, J.L.A.Moreira & A.M.G.Azevedo",5.6884,0.003202,1.8e-05,6.782316,0.102986,0.034853,7.333256,0.031946,0.002834,8.655116,0.07244,0.037827,"Mechanism_1"
"385","Calopogonium lanceolatum Brandegee",5.679813,0.005975,3.7e-05,7.483954,0.080284,0.069706,7.412856,0.068137,0.005669,9.040988,0.088901,0.075653,"Mechanism_1"
"386","Camptosema praeandinum Burkart",5.676766,0.003631,7e-06,6.668038,0.128321,0.012674,7.437402,0.012342,0.001031,8.553271,0.107883,0.013755,"Mechanism_1"
"387","Canavalia acuminata Rose",5.695023,0.002909,5e-06,6.903939,0.076954,0.009958,7.53781,0.012297,0.00081,8.637657,0.073349,0.010808,"Mechanism_1"
"388","Canavalia bicarinata Standl.",5.699153,0.002038,7e-06,7.45486,0.102551,0.013941,7.469523,0.022842,0.001134,9.189537,0.119996,0.015131,"Mechanism_1"
"389","Canavalia boliviana Piper",5.670105,0.030506,3.7e-05,7.206686,0.484057,0.069706,7.2562,0.029991,0.005669,9.281726,0.469776,0.075653,"Mechanism_1"
"390","Canavalia bonariensis Lindl.",5.670999,0.005939,1.2e-05,6.578809,0.169014,0.023235,7.426689,0.029329,0.00189,8.378094,0.057514,0.025218,"Mechanism_1"
"391","Canavalia brasiliensis Mart. ex Benth.",5.698683,0.000482,0,7.072921,0.031371,0.000734,7.432867,0.008888,6e-05,8.870952,0.036521,0.000801,"Mechanism_1"
"392","Canavalia cassidea G.P.Lewis",5.693197,0.005486,2.5e-05,7.419411,0.075502,0.046471,7.258623,0.061373,0.003779,9.357647,0.036846,0.050435,"Mechanism_1"
"393","Canavalia concinna J.D.Sauer",5.6939,NA,7.4e-05,7.507141,NA,0.139413,7.273093,NA,0.011337,9.246479,NA,0.151306,"Mechanism_1"
"394","Canavalia dictyota Piper",5.6983,0.000811,1e-06,7.119881,0.07406,0.002582,7.391631,0.015453,0.000214,8.921501,0.081126,0.002855,"Mechanism_1"
"395","Canavalia dolichothyrsa G.P.Lewis",5.688838,NA,7.4e-05,7.675082,NA,0.139413,7.20934,NA,0.011337,9.518634,NA,0.151306,"Mechanism_1"
"396","Canavalia dura J.D.Sauer",5.67789,0.013253,2.5e-05,7.922319,0.028194,0.046471,7.393172,0.067374,0.003779,9.341211,0.16778,0.050435,"Mechanism_1"
"397","Canavalia eurycarpa Piper",5.693154,0.002865,6e-06,7.27725,0.112708,0.011618,7.294128,0.025426,0.000945,9.388301,0.131269,0.012609,"Mechanism_1"
"398","Canavalia grandiflora Benth.",5.697514,6e-04,1e-06,7.487786,0.031344,0.001936,7.303365,0.010158,0.000157,9.40793,0.03269,0.002101,"Mechanism_1"
"399","Canavalia hirsutissima J.D.Sauer",5.676564,0.002503,3e-06,7.212553,0.074564,0.005163,7.434147,0.017728,0.00042,8.920267,0.079164,0.005604,"Mechanism_1"
"400","Canavalia macropleura Piper",5.697249,0.005032,3.7e-05,6.877366,0.169281,0.069706,7.498707,0.055628,0.005669,8.608435,0.201726,0.075653,"Mechanism_1"
"401","Canavalia matudae J.D.Sauer",5.68443,NA,7.4e-05,7.163947,NA,0.139413,7.439559,NA,0.011337,9.35045,NA,0.151306,"Mechanism_1"
"402","Canavalia obidensis Ducke",5.696254,NA,7.4e-05,7.682022,NA,0.139413,7.173192,NA,0.011337,9.571366,NA,0.151306,"Mechanism_1"
"403","Canavalia oxyphylla Standl. & L.O.Williams",5.691455,0.001343,2e-06,7.81498,0.062374,0.003669,7.338528,0.01936,0.000298,9.668742,0.058109,0.003982,"Mechanism_1"
"404","Canavalia parviflora Benth.",5.693566,0.001245,4e-06,7.148387,0.089304,0.006971,7.284635,0.021966,0.000567,9.01457,0.09209,0.007565,"Mechanism_1"
"405","Canavalia picta Mart. ex Benth.",5.68256,0.002805,1.1e-05,7.269291,0.074436,0.019916,7.246615,0.031532,0.00162,9.276029,0.043222,0.021615,"Mechanism_1"
"406","Canavalia piperi Killip & J.F.Macbr.",5.67347,0.003516,1.5e-05,6.629601,0.102959,0.027883,7.418593,0.016551,0.002267,8.340364,0.131234,0.030261,"Mechanism_1"
"407","Canavalia reflexiflora Snak, G.P.Lewis & L.P.Queiroz",5.688138,0.006772,3.7e-05,7.007858,0.097108,0.069706,7.165596,0.045961,0.005669,9.17008,0.129461,0.075653,"Mechanism_1"
"408","Canavalia saueri Fantz",5.699607,NA,7.4e-05,7.262629,NA,0.139413,7.393263,NA,0.011337,9.184202,NA,0.151306,"Mechanism_1"
"409","Canavalia septentrionalis J.D.Sauer",5.688455,0.009477,3.7e-05,6.578643,0.374086,0.069706,7.498329,0.022989,0.005669,8.425928,0.372677,0.075653,"Mechanism_1"
"410","Canavalia sericophylla Ducke",5.69726,0.001342,3.7e-05,7.68747,0.065295,0.069706,7.153392,0.02972,0.005669,9.917176,0.097451,0.075653,"Mechanism_1"
"411","Canavalia villosa Benth.",5.685861,0.001343,1e-06,7.140565,0.050944,0.001811,7.465929,0.007974,0.000147,8.865453,0.051369,0.001965,"Mechanism_1"
"412","Centrosema acutifolium Benth.",5.700091,0.001818,6e-06,7.391371,0.09611,0.011618,7.401674,0.032604,0.000945,9.182471,0.128473,0.012609,"Mechanism_1"
"413","Centrosema arenarium Benth.",5.693051,0.001238,2e-06,6.934313,0.065289,0.003575,7.340615,0.017006,0.000298,8.777606,0.066689,0.003982,"Mechanism_1"
"414","Centrosema bifidum Benth.",5.693941,0.001546,4e-06,7.409675,0.039554,0.008201,7.323679,0.014256,0.000667,9.275226,0.031556,0.0089,"Mechanism_1"
"415","Centrosema bracteosum Benth.",5.690068,0.001699,4e-06,7.241861,0.067177,0.008201,7.350579,0.019598,0.000667,9.080172,0.071121,0.0089,"Mechanism_1"
"416","Centrosema coriaceum Benth.",5.690064,0.001579,2e-06,7.117379,0.068389,0.004647,7.286218,0.017886,0.000378,8.981249,0.074755,0.005044,"Mechanism_1"
"417","Centrosema dasyanthum Benth.",5.685447,0.002037,3.7e-05,7.120339,0.03193,0.069706,7.174158,0.058575,0.005669,9.189353,0.096558,0.075653,"Mechanism_1"
"418","Centrosema fasciculatum Benth.",5.699272,0.00067,3.7e-05,7.308836,0.052539,0.069706,7.398174,0,0.005669,9.121932,0.005244,0.075653,"Mechanism_1"
"419","Centrosema galeottii Fantz",5.690347,0.00258,4e-06,7.142289,0.087552,0.006971,7.482682,0.019164,0.000567,8.908907,0.10716,0.007565,"Mechanism_1"
"420","Centrosema grandiflorum Benth.",5.692168,0.00191,5e-06,7.349148,0.081026,0.009294,7.293394,0.021732,0.000756,9.291972,0.084565,0.010087,"Mechanism_1"
"421","Centrosema grazielae V.P.Barbosa",5.69613,0.003474,2.5e-05,7.63943,0.083481,0.046471,7.259163,0.054314,0.003779,9.473576,0.104428,0.050435,"Mechanism_1"
"422","Centrosema latidens Killip & J.F.Macbr.",5.697932,NA,7.4e-05,7.959975,NA,0.139413,7.060476,NA,0.011337,10.073652,NA,0.151306,"Mechanism_1"
"423","Centrosema macranthum Hoehne",5.704941,0.001917,1.5e-05,6.757543,0.143709,0.027883,7.461462,0.035308,0.002267,8.467536,0.143321,0.030261,"Mechanism_1"
"424","Centrosema macrocarpum Benth.",5.694327,0.000989,1e-06,7.461115,0.043441,0.001602,7.37808,0.011922,0.00013,9.302089,0.047326,0.001739,"Mechanism_1"
"425","Centrosema molle Mart. ex Benth.",5.69613,0.000764,1e-06,7.43535,0.040459,0.001291,7.403388,0.014249,0.000107,9.233615,0.043137,0.001427,"Mechanism_1"
"426","Centrosema pascuorum Mart. ex Benth.",5.701768,0.000906,2e-06,6.915044,0.052006,0.002904,7.444498,0.012644,0.000236,8.710499,0.054543,0.003152,"Mechanism_1"
"427","Centrosema platycarpum Benth.",5.700777,0.000947,4e-06,7.34151,0.033901,0.006639,7.354589,0.008274,0.00054,9.215533,0.02068,0.007205,"Mechanism_1"
"428","Centrosema pubescens Benth.",5.694115,0.000691,0,7.352651,0.029833,0.000677,7.378754,0.008663,5.6e-05,9.201113,0.031958,0.000742,"Mechanism_1"
"429","Centrosema rotundifolium Mart. ex Benth.",5.701758,0.000853,3e-06,6.894019,0.092645,0.006337,7.438446,0.014081,0.000515,8.731505,0.092561,0.006878,"Mechanism_1"
"430","Centrosema tapirapoanense Hoehne",5.698061,0.001373,6e-06,7.627188,0.114326,0.011618,7.304121,0.030251,0.000945,9.4756,0.13353,0.012609,"Mechanism_1"
"431","Centrosema venosum Mart. ex Benth.",5.69495,0.001254,2e-06,7.175738,0.050936,0.003319,7.342658,0.013018,0.00027,9.050217,0.051842,0.003603,"Mechanism_1"
"432","Centrosema vetulum Mart. ex Benth.",5.675554,0.000343,3.7e-05,7.340094,0.013628,0.069706,7.154374,0.035548,0.005669,9.356772,0.087691,0.075653,"Mechanism_1"
"433","Centrosema vexillatum Benth.",5.699594,0.001125,3e-06,7.366692,0.085667,0.006337,7.353644,0.025845,0.000515,9.268558,0.097479,0.006878,"Mechanism_1"
"434","Chaetocalyx chacoensis Vanni",5.69659,NA,7.4e-05,6.37332,NA,0.139413,7.609862,NA,0.011337,7.882315,NA,0.151306,"Mechanism_1"
"435","Chaetocalyx klugii Rudd",5.699607,0.000334,3.7e-05,7.470281,0.021365,0.069706,7.191687,0.015432,0.005669,9.582082,0.076464,0.075653,"Mechanism_1"
"436","Chaetocalyx longiflorus Benth. ex A.Gray",5.697597,NA,7.4e-05,6.823286,NA,0.139413,7.297768,NA,0.011337,8.769818,NA,0.151306,"Mechanism_1"
"437","Chaetocalyx subulatus Mackinder",5.69051,0.002705,1.2e-05,6.592019,0.05815,0.023235,7.40803,0.031039,0.00189,8.519343,0.090604,0.025218,"Mechanism_1"
"438","Cleobulia diocleoides Benth.",5.69289,NA,7.4e-05,6.76273,NA,0.139413,7.406711,NA,0.011337,8.597482,NA,0.151306,"Mechanism_1"
"439","Cleobulia leiantha Benth.",5.702836,0.001253,2.5e-05,7.722727,0.067904,0.046471,7.220282,0.023993,0.003779,9.575256,0.077186,0.050435,"Mechanism_1"
"440","Cleobulia multiflora Mart. ex Benth.",5.690049,0.001409,5e-06,7.080524,0.062535,0.008713,7.204516,0.017259,0.000709,9.12977,0.05899,0.009457,"Mechanism_1"
"441","Clitoria amazonum Mart. ex Benth.",5.699925,0.000329,2e-06,7.655607,0.035632,0.002904,7.204847,0.010182,0.000236,9.719251,0.029698,0.003152,"Mechanism_1"
"442","Clitoria arborescens R.Br.",5.699315,0.000485,5e-06,7.559333,0.078502,0.009294,7.419215,0.020194,0.000756,9.359893,0.088729,0.010087,"Mechanism_1"
"443","Clitoria coriacea Schery",5.696086,0.000291,1.8e-05,8.11815,0.026128,0.034853,7.279451,0.015974,0.002834,9.999538,0.048646,0.037827,"Mechanism_1"
"444","Clitoria falcata Lam.",5.696115,0.000735,1e-06,7.46076,0.039695,0.001223,7.337974,0.011683,1e-04,9.325066,0.036608,0.001339,"Mechanism_1"
"445","Clitoria flexuosa Fantz",5.698937,NA,7.4e-05,7.461066,NA,0.139413,7.172425,NA,0.011337,9.567105,NA,0.151306,"Mechanism_1"
"446","Clitoria glaberrima Pittier",5.701056,0.000678,2.5e-05,7.819254,0.022636,0.046471,7.483936,0.036774,0.003779,9.616776,0.152227,0.050435,"Mechanism_1"
"447","Clitoria kaieteurensis Fantz",5.691879,0.000337,3.7e-05,7.883252,0.320051,0.069706,7.328427,0.004596,0.005669,9.552254,0.026957,0.075653,"Mechanism_1"
"448","Clitoria leptostachya Benth.",5.701143,0.001132,1.5e-05,7.710883,0.121317,0.027883,7.215228,0.038823,0.002267,9.698022,0.127153,0.030261,"Mechanism_1"
"449","Clitoria magentea Fantz",5.69659,NA,7.4e-05,8.180041,NA,0.139413,7.176255,NA,0.011337,10.331953,NA,0.151306,"Mechanism_1"
"450","Clitoria mexicana Link",5.677777,0.002329,3e-06,7.253742,0.087922,0.005577,7.426742,0.020444,0.000453,8.937154,0.088624,0.006052,"Mechanism_1"
"451","Clitoria obidensis Huber",5.699606,0.001014,1.8e-05,7.831913,0.047728,0.034853,7.222754,0.042822,0.002834,9.790197,0.057114,0.037827,"Mechanism_1"
"452","Clitoria polystachya Benth.",5.680598,0.001951,3e-06,7.235947,0.098606,0.006061,7.428504,0.025207,0.000493,8.98394,0.113501,0.006579,"Mechanism_1"
"453","Clitoria pozuzoensis J.F.Macbr.",5.692952,0.002518,9e-06,8.016217,0.108599,0.017427,7.091362,0.029996,0.001417,10.102085,0.118871,0.018913,"Mechanism_1"
"454","Clitoria sagotii Fantz",5.696499,0.002196,1.8e-05,8.005156,0.114388,0.034853,7.331247,0.0295,0.002834,9.839046,0.097612,0.037827,"Mechanism_1"
"455","Clitoria selloi Benth.",5.697328,0.000429,1.5e-05,7.318724,0.096497,0.027883,7.247803,0.016655,0.002267,9.262615,0.110198,0.030261,"Mechanism_1"
"456","Clitoria snethlageae Ducke",5.696254,NA,7.4e-05,7.682022,NA,0.139413,7.173192,NA,0.011337,9.571366,NA,0.151306,"Mechanism_1"
"457","Clitoria stipularis Burkart",5.699942,NA,7.4e-05,7.433075,NA,0.139413,7.342132,NA,0.011337,9.28173,NA,0.151306,"Mechanism_1"
"458","Clitoria ternatea L.",5.697807,0.000834,1e-06,7.142224,0.040861,0.001765,7.446952,0.013535,0.000149,8.966288,0.045234,0.001991,"Mechanism_1"
"459","Cologania angustifolia Kunth",5.668575,0.001444,3e-06,6.553746,0.050016,0.006061,7.500677,0.013168,0.000493,8.228678,0.052021,0.006579,"Mechanism_1"
"460","Cratylia mollis Mart. ex Benth.",5.700515,0.001021,3e-06,6.532736,0.076121,0.005809,7.451116,0.015391,0.000472,8.317322,0.081044,0.006304,"Mechanism_1"
"461","Cymbosema roseum Benth.",5.70049,0.000357,1e-06,7.713887,0.038883,0.002324,7.283198,0.020119,0.000189,9.643743,0.048518,0.002522,"Mechanism_1"
"462","Deguelia scandens Aubl.",5.697145,0.000496,1e-06,7.822411,0.027569,0.001499,7.225745,0.011598,0.000121,9.779441,0.030459,0.00161,"Mechanism_1"
"463","Dioclea albiflora R.S.Cowan",5.700386,0.001449,2.5e-05,7.7558,0.047775,0.046471,7.390938,0.03293,0.003779,9.57825,0.08086,0.050435,"Mechanism_1"
"464","Dioclea apiculata R.H.Maxwell",5.67624,NA,7.4e-05,6.620073,NA,0.139413,7.328437,NA,0.011337,8.921057,NA,0.151306,"Mechanism_1"
"465","Dioclea apurensis Kunth",5.689853,NA,7.4e-05,7.704812,NA,0.139413,7.198931,NA,0.011337,9.571714,NA,0.151306,"Mechanism_1"
"466","Dioclea aurea R.H.Maxwell",5.689853,NA,7.4e-05,7.782807,NA,0.139413,7.21891,NA,0.011337,10.246013,NA,0.151306,"Mechanism_1"
"467","Dioclea burkartii R.H.Maxwell",5.698038,0.001246,8e-06,7.131725,0.062715,0.01549,7.389448,0.022359,0.00126,8.994958,0.078535,0.016812,"Mechanism_1"
"468","Dioclea coriacea Benth.",5.698681,0.000625,1e-06,7.370929,0.041034,0.00249,7.339403,0.011259,0.000199,9.277526,0.046421,0.002654,"Mechanism_1"
"469","Dioclea densiflora Huber",5.697032,0.003539,1.1e-05,7.761976,0.122113,0.019916,7.133232,0.044152,0.00162,9.816556,0.129539,0.021615,"Mechanism_1"
"470","Dioclea dictyoneura Diels",5.692628,0.00386,1.2e-05,7.96587,0.154936,0.023235,7.083681,0.038064,0.00189,10.049745,0.121669,0.025218,"Mechanism_1"
"471","Dioclea edulis Kuhlm.",5.692553,NA,7.4e-05,7.001246,NA,0.139413,7.186144,NA,0.011337,8.839711,NA,0.151306,"Mechanism_1"
"472","Dioclea erecta Hoehne",5.696254,NA,7.4e-05,7.461066,NA,0.139413,7.238497,NA,0.011337,9.39599,NA,0.151306,"Mechanism_1"
"473","Dioclea fimbriata Huber",5.701167,0.000779,2.5e-05,7.733748,0.07389,0.046471,7.294675,0.012455,0.003779,9.539774,0.067549,0.050435,"Mechanism_1"
"474","Dioclea glabra Benth.",5.697538,0.000545,1e-06,7.315463,0.029565,0.00202,7.346628,0.009685,0.000164,9.169222,0.033636,0.002193,"Mechanism_1"
"475","Dioclea grandiflora Mart. ex Benth.",5.698287,0.000731,1e-06,6.71381,0.050178,0.002178,7.417925,0.011116,0.000177,8.499414,0.05035,0.002364,"Mechanism_1"
"476","Dioclea grandistipula L.P.Queiroz",5.688161,NA,7.4e-05,7.365813,NA,0.139413,7.126087,NA,0.011337,9.530974,NA,0.151306,"Mechanism_1"
"477","Dioclea guianensis Benth.",5.697479,0.000649,1e-06,7.623994,0.035198,0.001279,7.342924,0.010604,0.000105,9.50351,0.034634,0.001401,"Mechanism_1"
"478","Dioclea huberi Ducke",5.697538,0.001053,6e-06,7.659686,0.054263,0.010724,7.173226,0.018883,0.000872,9.748112,0.057958,0.011639,"Mechanism_1"
"479","Dioclea latifolia Benth.",5.69467,0.000799,2e-06,7.128306,0.041546,0.003242,7.373467,0.011844,0.000264,8.992993,0.039421,0.003519,"Mechanism_1"
"480","Dioclea lehmannii Diels",5.67896,0.002945,1.5e-05,7.373573,0.133394,0.027883,7.262803,0.026086,0.002267,9.446108,0.079226,0.030261,"Mechanism_1"
"481","Dioclea macrantha Huber",5.697899,0.000695,7e-06,7.845617,0.058759,0.012674,7.253668,0.029681,0.001134,9.772314,0.064735,0.015131,"Mechanism_1"
"482","Dioclea macrocarpa Huber",5.695979,0.000927,1e-06,7.799043,0.041339,0.002363,7.219111,0.014784,0.000192,9.770618,0.042419,0.002565,"Mechanism_1"
"483","Dioclea malacocarpa Ducke",5.69701,0.001325,2e-06,7.746881,0.040618,0.003319,7.307268,0.015944,0.000264,9.693453,0.033633,0.003519,"Mechanism_1"
"484","Dioclea marginata Benth.",5.703616,NA,7.4e-05,6.535241,NA,0.139413,7.51915,NA,0.011337,8.246172,NA,0.151306,"Mechanism_1"
"485","Dioclea megacarpa Rolfe",5.701333,0.000937,3e-06,7.111051,0.087357,0.005362,7.429764,0.021514,0.000436,8.955254,0.102802,0.005819,"Mechanism_1"
"486","Dioclea mollicoma Ducke",5.694334,0.003938,2.5e-05,8.13246,0.173579,0.046471,7.046582,0.035077,0.003779,10.259451,0.194171,0.050435,"Mechanism_1"
"487","Dioclea paniculata Killip ex R.H.Maxwell",5.69501,0.003518,2.5e-05,8.054928,0.092185,0.046471,7.329105,0.044283,0.003779,9.970829,0.147537,0.050435,"Mechanism_1"
"488","Dioclea pulchra Moldenke",5.691281,0.002285,4e-06,7.677601,0.108947,0.008201,7.240228,0.026957,0.000667,9.65561,0.100516,0.0089,"Mechanism_1"
"489","Dioclea rigida R.S.Cowan",5.692553,NA,7.4e-05,7.761319,NA,0.139413,7.306531,NA,0.011337,9.794119,NA,0.151306,"Mechanism_1"
"490","Dioclea ruddiae R.H.Maxwell",5.683667,0.003218,1.2e-05,7.875883,0.115609,0.023235,7.31779,0.025254,0.00189,9.671638,0.087855,0.025218,"Mechanism_1"
"491","Dioclea rufescens Benth.",5.682165,0.00313,1.5e-05,7.379148,0.06749,0.027883,7.173986,0.031589,0.002267,9.256408,0.087375,0.030261,"Mechanism_1"
"492","Dioclea schimpffii Diels",5.691525,0.005737,3.7e-05,7.237111,0.312498,0.069706,7.034388,0.000881,0.005669,9.543183,0.049695,0.075653,"Mechanism_1"
"493","Dioclea schottii Benth.",5.685535,0.005139,2.5e-05,7.334826,0.028559,0.046471,7.149932,0.039178,0.003779,9.24745,0.107978,0.050435,"Mechanism_1"
"494","Dioclea sclerocarpa Ducke",5.700377,0.001131,4e-06,7.55296,0.077923,0.007745,7.305357,0.017494,0.00063,9.443631,0.06693,0.008406,"Mechanism_1"
